source_name,event_date,event_title,event_description,location_description,location_accuracy_km,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,event_import_source,latitude,longitude,country_name,admin_division_name,gazetteer_closest_point,gazetteer_distance,year,month,season,severity
articles.timesofindia,2011-08-05,Itanagar,"ITANAGAR: Heavy rainfall in the past 12 hours wrecked havoc in the Arunachal Pradesh capital with almost all major roads leading to the town being snapped off in many areas on the NH 52-A.  Rain induced landslides have cut off several places from the rest of the state, while many places within the capital complex near Karsingsa sinking zone, Lekhi village, A-sector Naharlagun and the Papunallah area have been severely affected by the calamity.  A bridge at Abotani Colony in Itanagar has been rendered unusable as siltation on the banks of the stream gave away. The onus for maintaining the bridge, which is frequented by VIPs, has fallen on the PWD as the urban department has expressed its inability to maintain the structure, official sources informed.",Itanagar,5.0,landslide,rainfall,2.0,unknown,0.0,GLC,27.1034,93.6885,0,Arunachal Pradesh,North Lakhimpur,44.02,2011,8,monsoon,low
greaterkashmir,2010-10-22,"near Himkoti(?), on road to Bhawan(Vaishno Devi temple) at Katra, Jammu and Kashmir","Jammu, Oct 22: Temperature in the winter capital of the state dipped to 2 to 4 degrees below normal as rains lashed the region on Friday.   The rains also triggered landslides at various places, including Katra area where a woman pilgrim died after she was hit by a landslide near Himkoti on way to Bhawan at Katra. She has been identified as Ila Sarkar wife of Tapan Sarkar of Kolkata.  According to police the woman came under a portion of landslide triggered by the rains when she was on way towards the shrine with other member of her family. She received head injury in the incident and died on the spot.  ","near Himkoti(?), on road to Bhawan(Vaishno Devi temple) at Katra, Jammu and Kashmir",5.0,landslide,rainfall,2.0,unknown,1.0,GLC,33.0107,74.9397,0,Jammu and Kashmir,Riasi,13.16,2010,10,non_monsoon,medium
Red Cross - Field reports,2007-07-30,Chamoli,"Lambagarh and Makhari areas, Chamoli-Joshimuth Marg",Chamoli,50.0,landslide,rainfall,2.0,unknown,0.0,GLC,30.4,79.349,0,Uttaranchal,Langsu,13.04,2007,7,monsoon,low
Times of India,2015-08-15,Lambagadh,"Landslides also occurred at Pinola, Lambagadh and Benakuli on Badrinath national highway in Chamoli district. Roads were, however, cleared within a few hours.",Lambagadh,5.0,landslide,rainfall,2.0,infrastructure,0.0,GLC,30.6494,79.5269,0,Uttaranchal,Joshimath,10.2,2015,8,monsoon,low
Hindustan Times,2015-03-30,Three houses had sunk,Three houses had sunk in Khansahib area.,Khansahib,10.0,landslide,rainfall,2.0,unknown,0.0,GLC,33.9344,74.6566,0,Jammu and Kashmir,Srinagar,12.45,2015,3,non_monsoon,low
Kathmandu Post,2016-07-05,"Kerauja-3, Gorkha district, Nepal","Three persons were buried and three others were injured in a landslide at Kerauja-3 in Gorkha district.  The persons had gone to repair a road damaged by landslide in Keraula when they were buried by the landslide.  Sandip Ghale, 15, Chinmaya Gurung, 30, and Kanchi Maya Gurung, 45, died in the landslide, informed DSP Birendra Thapa. Punge Gurung, 40, Ukal Gurung and Sukaram Ghale, 12, are injured. The condition of Ghale is said to be critical.  The injured are brought to Machi Khola health post for treatment.  The landslide area is situated at a remote part of the district which has hampered rescue efforts. Chief District Officer Narayan Prasad Bhatta informed the district administration is preparing to inform the Home Ministry about the incident and ask for a chopper to rescue the injured.","Kerauja-3, Gorkha district, Nepal",25.0,landslide,construction,2.0,infrastructure,3.0,GLC,28.298,84.9671,1,Gandaki,Ku-la-ko,11.9,2016,7,monsoon,medium
twocircles.net,2011-07-20,National Highway 31A in West Bengal's Darjeeling district,"Siliguri : The road link between Siliguri and Sikkim was snapped for about six hours Wednesday after heavy overnight rains triggered a landslide on National Highway 31A in West Bengal's Darjeeling district, police said.  Hundreds of vehicles remained stalled for six hours following the landslide, which resulted in a 20-foot wide crater on the highway, considered the lifeline to Sikkim.  ""Around 500 vehicles were stranded on both sides. However, a few vehicles took other longer routes,"" said a police officer.  The General Reserve Engineer Force personnel managed to repair the road after a six-hour effort.  ""The road was opened at 1.40 p.m.,"" said the officer.  National Highway 31A runs along the banks of the Teesta river linking the Sikkim capital Gangtok with Sevoke, near Siliguri, on National Highway 31.",National Highway 31A in West Bengal's Darjeeling district,25.0,landslide,rainfall,1.0,unknown,0.0,GLC,27.1141,88.4658,0,Sikkim,Kalimpong,4.61,2011,7,monsoon,low
www.business-standard.com,2013-08-19,Dara Gutli Village Of Uri Sector In North Kashmir'S Baramulla District,"A couple was killed today in north Kashmir's Baramulla districtin a landslide triggered by heavy rains. Muneer Ahmad (44) and his wife Razeena Begum (38) died on the spot after being hit by the boulders rolling down the hill. The mishap took place in Dara Gutli village of Uri sector, some 101 kms from here, officials said. Their bodies were later retrieved by the rescue party comprising police and locals, they said. Heavy rains have lashed parts of north Kashmir including Uri, forcing closure of the Srinagar-Muzaffarabad road connecting Srinagar with Pakistan-occupied Kashmir (PoK), the officials said.",Dara Gutli Village Of Uri Sector In North Kashmir'S Baramulla District,25.0,landslide,tropical_cyclone,2.0,unknown,2.0,GLC,34.0942,74.0226,0,Jammu and Kashmir,Uri,2.51,2013,8,monsoon,medium
The Kathmandu Post,2017-07-12,Landslide along Narayangadh-Muglin road,"Landslide following continuous rains obstructs road, hundreds of vehicles stranded. Expected to be cleared after ~12hrs elapse since landslide.","Kabilas, Narayani",10.0,landslide,rainfall,2.0,infrastructure,0.0,GLC,27.79280733,84.43347027,1,Narayani,Narayangarh,12.28,2017,7,monsoon,low
myrepublica,2010-07-26,Baglung-Burtibang(Burtiwang) rd,Baglung-Burtibang and Baglung-Kushmishera roads have also been obstructed.,Baglung-Burtibang(Burtiwang) rd,25.0,landslide,rainfall,2.0,unknown,0.0,GLC,28.3034,83.3773,1,Dhawalagiri,Nisi Khola,16.0,2010,7,monsoon,low
Badal Nepal,2016-07-15,"Ghaiyabari, Tapethok, Taplejung district, Nepal","A woman has gone missing in her attempt to escape a mudslide at a steep slope at Ghaiyabari, Tapethok VDC in Taplejung district.Manita Rai, 28, from Tapethok-8 has gone missing while trying to escape the mudslide taking place above her house, Nupu Sherpa, a local said.The place is two days’ trek from the district headquarters. Rai had run away from her house when the mudslide started taking place right above the house all of a sudden last night. There are five houses at the place.Police have been mobilized to the place from the Siwa police post, Chief of the Taplejung District Police Office, Ram Bahadur KC, said. RSS","Ghaiyabari, Tapethok, Taplejung district, Nepal",25.0,mudslide,rainfall,2.0,natural,0.0,GLC,27.5138,87.8086,1,Mechi,Libang,20.84,2016,7,monsoon,low
www.business-standard.com,2013-10-05,"Chiechama, Nagaland","Continuous rainfall has caused massive mudslides blockingNH-2 between Kohima and Botsa in Nagaland, official sources said today. The mudslides on late last night has caused huge inconvenience, additional deputy commissioner Chiephobozou sub-division Bodeno Mero said. She said around 60 to 70 vehicles were stranded along the stretch since this morning. An electrical post was also damaged due to mudslide and power lines were cut off in and around Botsa area to avoid any mishap. Stating that all efforts are being made to see that the highway is cleared with PWD workers put to service, she however cautioned the public travelling on NH-2 of delayed journey. She expressed fear that the mudslides would continue till the rain stopped.","Chiechama, Nagaland",5.0,mudslide,rainfall,2.0,unknown,0.0,GLC,25.8266,94.1497,0,Nagaland,Naga Hills,6.32,2013,10,non_monsoon,low
India Times,2017-07-02,Landslide temporarily strands travelers near Langza,"Landslide blocks road linking Langza with Manali, travelers stranded + forced to repair  road themselves","Langza, Lahaul and Spiti, Himachal Pradesh, India",5.0,landslide,rainfall,1.0,infrastructure,0.0,GLC,32.26186432,78.0685005,0,Himachal Pradesh,Luling,3.76,2017,7,monsoon,low
E-Pao,2015-08-01,Chandel,Khengjoy village under sub-division headquarter in Chandel district has remained totally cut-off after a major landslide that occurred on August 1 on a 3 km long road stretch from Kemdo to Maokot Khengjoi.,Chandel,10.0,landslide,unknown,2.0,infrastructure,0.0,GLC,24.3481,94.1146,0,Manipur,Saibom,8.61,2015,8,monsoon,low
dailyhunt,2018-09-27,Ramban Landslide,Massive landslide occurred on the Jammu-Srinagar National Highway between Banihal and Ramban stranding hundreds of vehicles.," Jammu -Srinagar National Highway, between Ramban and Baniha ",10.0,landslide,unknown,2.0,infrastructure,0.0,GLC,33.38281992,75.20064617,0,Jammu and Kashmir,Gund,5.68,2018,9,monsoon,low
www.hindustantimes.com,2013-06-16,"National Highway 72-B, Between Paonta Sahib And Sillai, Sirmaur District, Himachal Pradesh","Several roads leading to remote areas of Sirmaur district were reportedly blocked due to landslides triggered by heavy rain in the district on Sunday. National Highway-72 B between Paonta Sahib and Shillai remained blocked for many hours; the traffic was not restored till the evening. Twelve roads in remote areas of the district remained blocked throughout the day. Though 20 cattle heads have reportedly been washed away in flashfloods, no loss of life has been reported so far. Deputy commissioner Priyatu Mandal has issued an advisory, asking people living along Yamuna river and other rivulets to be cautious.","National Highway 72-B, Between Paonta Sahib And Sillai, Sirmaur District, Himachal Pradesh",25.0,landslide,rainfall,2.0,unknown,0.0,GLC,30.5728,77.6521,0,Himachal Pradesh,Chuharpur,16.39,2013,6,monsoon,low
thehimalayantimes,2011-07-03,Shut down Gaighat-Sanue road sections in Udayapur,"DIKTEL: With vehicular movement obstructed for the past one week due to incessant rains and resulting landslides, eastern hilly districts of Khotang, Bhojpur, Okhaldhunga, Solukhumbu and Udayapur are facing a shortage of foodstuff. Ganesh Shahi, vice-chairman of the Transport Entrepreneurs’ Union Khotang, told this daily that landslips have brough traffic to a halt in Khotang, resulting in losses worth millions.  In Khotang, the monsoon havoc has shut Jayaram-Diktel, Diktel-Lamidanda, Hurlung Jalapa and Diktel-Bhojpur road sections for the past one week. No different is the situation of Bhojpur-Chyandanda, Bhojpur-Leguwa, Satighat-Dingla road sections in Bhojpur, Ghurmi-Okhaldhunga, Okhaldhunga-Rumjatar, Okhaldhunga-Solu in Okhaldhunga and Gaighat-Sanue road sections in Udayapur.  With the roads rendered inoperable, hundreds of passengers have been stranded. Bidur Luitel, chairman of the Transport Entrepreneurs’ Union Khotang, said hundreds of vechicles have been stuck on the roads due",Shut down Gaighat-Sanue road sections in Udayapur,5.0,landslide,rainfall,2.0,unknown,0.0,GLC,26.8998,86.7014,1,Sagarmatha,Sun  Kosi,32.15,2011,7,monsoon,low
dnaindia,2010-07-19,"road between Jumla and Surkhet, Dailekh and Kalikot districts, Karnali and Bheri provinces","JUMLA, July 26: With its only road to Surkhet blocked by landslides, Jumla has been cut off from the rest of the country, causing fear of food scarcity among villagers.  The 232 km road which connects Jumla with Surkhet has not been cleared even one week after massive landslides blocked vehicular movements. Landslides have caused disturbances to vehicular movements in over a dozen parts of the road.  The road in Dailekh´s Kitti and Kalikot´s Dahikhola, Pili, Sherighat, Sherawada, Rachuli and Bali has been blocked due to landslides. According to police, six trucks loaded with goods have been trapped between massive landslides.","road between Jumla and Surkhet, Dailekh and Kalikot districts, Karnali and Bheri provinces",50.0,landslide,rainfall,2.0,unknown,0.0,GLC,29.0399,81.7191,1,Karnali,Dhimni,9.14,2010,7,monsoon,low
The Himalayan Times,2015-10-08,"Khamlalung 57500, Nepal","Two persons of a single family died and two others were critically injured after a landslide buried a house in khamlalung VDC-6 of Terhathum district in the wee hours of Thursday.  According to the Eastern Regional Police Office, Biratnagar, the deceased have been identified as Lokendra Kurungwang (48) and his son Sangam Kurungwang (8).  Police said that they died on the spot.  The injured have been identified as Kurungwang’s wife Reshma (46) and daughter Sandhya (16).  They are receiving treatment at a local hospital, police informed.","Khamlalung 57500, Nepal",5.0,landslide,rainfall,2.0,unknown,2.0,GLC,27.2625,87.6017,1,Koshi,Libang,18.44,2015,10,non_monsoon,medium
myrepublica,2009-08-17,"Amargadhi-5, Dadeldhura","Ganesh Thapa, 3, of Amargadhi-5 also died on the spot while four members of his family were injured when his house collapsed in the landslide on Monday night.","Amargadhi-5, Dadeldhura",25.0,landslide,rainfall,2.0,unknown,1.0,GLC,29.3083,80.5792,1,Mahakali,Dhindi,10.25,2009,8,monsoon,medium
myrepublica,2009-08-20,Prithvi Highway at Bandipur-8 in Tanahu district,"Landslide has blocked a section of the Prithvi Highway at Bandipur-8 in Tanahu district, TV channels reported. As a result, travelers have been stranded on either side of the affected spot on Friday. The workers from the Road Department are trying to clear the debris on the highway that connects Kathmandu to the lake city of Pokhara.Incessant rain over the past few weeks have caused havoc. Floods and landslides have killed people and cattle, swept away houses, inundated farms and blocked roads and highways at many places across the country",Prithvi Highway at Bandipur-8 in Tanahu district,5.0,landslide,rainfall,2.0,unknown,0.0,GLC,27.9504,84.3075,1,Gandaki,Chepe Ghat,20.26,2009,8,monsoon,low
indianexpress,2010-05-31,"Anini-Roing road,  Dibang Valley,  Arunachal Pradesh ","Its only link to the outside world, the Anini-Roing road, having been hit by landslides at several places, Dibang Valley district in eastern Arunachal Pradesh has remained cut off from the rest of the world for more than six weeks now. The district shares 200 km of international border with China.   Heavy rains and landslides have caused extensive damage to the two micro hydel projects in the district at Hawapani and Chini-Afra, both having an installed capacity of 50 KW each. “We are in total darkness as our stock of diesel to run generators have also exhausted,” Jempen informed. With roads to other parts of the district also cut off, there has been no link between Anini and other towns like Aruzo, Italin, Anelih, Mipi and Malini. Assam's flood-prone Lakhimpur district was on Monday hit by the third wave of floods following heavy rainfall in the foothills of the Himalayas in Arunachal Pradesh affecting more than 25,000 people. The rising waters of Ranganadi and Singora rivers, tributa","Anini-Roing road,  Dibang Valley,  Arunachal Pradesh ",50.0,landslide,rainfall,2.0,unknown,0.0,GLC,28.4298,95.8776,0,Arunachal Pradesh,Ipilin,18.95,2010,5,non_monsoon,low
Times Now News,2018-07-31,Widespread landslide damage in Nagaland,"Damage of 13 houses has been reported from Naga Hospital Colony, 36 in Pezielietsie colony within Kohima town affecting at least 54 families",the retaining wall near wall near Soul Harvest Church,1.0,mudslide,rainfall,2.0,infrastructure,0.0,GLC,25.67295037,94.10513917,0,Nagaland,Naga Hills,19.32,2018,7,monsoon,low
dailyhunt,2018-09-27,Maroog Landslide,Landslide occurred on the Jammu-Srinagar National Highway at Maroog (Marog) between Banihal and Ramban stranding hundreds of vehicles.,"NH-44, Maroog, Banihal, Ramban, Jammu & Kashmir",1.0,landslide,unknown,2.0,infrastructure,0.0,GLC,33.26440046,75.18641667,0,Jammu and Kashmir,Chaunkri,17.69,2018,9,monsoon,low
The Tribune,2015-07-26,"Klibi Patwar, Theog",A woman labourer and her two children were buried alive when their makeshift house collapsed following a landslide by incessant rain in Klibi Patwar circle at Theog of Shimla district early this morning while landslides blocked roads at several places in interior areas.,"Klibi Patwar, Theog",5.0,landslide,rainfall,2.0,unknown,3.0,GLC,31.1263,77.3525,0,Himachal Pradesh,Gannja,26.48,2015,7,monsoon,medium
India times,2007-08-24,"Argha Village, Pyuthan District","multiple events in region, likely within 25 km ","Argha Village, Pyuthan District",25.0,landslide,rainfall,2.0,unknown,6.0,GLC,27.9167,83.0833,1,Lumbini,Rajiya,11.23,2007,8,monsoon,medium
thehimalayantimes,2010-09-02,"near landfill near Sisdole and Okharpauwa, Kathmandu valley","2010-09-03 4:28 PM  KATHMANDU: A landslide triggered by incessant rainfall in Thulokhola on the border of Nuwakot district has affected disposal garbage produced in Kathmandu Valley.  The Kathmandu Metropolitan City (KMC) resumed garbage collection, which was disrupted by locals of Sisdole and Okharpauwa for around two weeks, from yesterday deploying security force in the landfill site. However, garbage disposal has been again disrupted due to the landslide.  KMC Executive Officer Ananda Raj Pokhrel said KMC staffs have been sent to remove the landslide obstruction as KMC has been clearing small landslides in different places leading to the landfill site for the garbage disposal.","near landfill near Sisdole and Okharpauwa, Kathmandu valley",5.0,landslide,rainfall,2.0,unknown,0.0,GLC,27.7745,85.2401,1,Bagmati,Kisipidi,9.26,2010,9,monsoon,low
e-pao.net,2011-05-31,"Roads between Tamei(Tamma?), Kangpokpi and Chalwa, Manipur","June 01 2011: The denizens of Tamei subdivision while using the IT Road from Kangpokpi to Tamei stretch take immense risk as landslides have begun to occur as the rainy season begins.  As recent as on Tuesday, the flooding streams between Tamei and Chalwa had brought down debris and dumped along the road making the communters very hard to negotiate.  Communters pasing after 2 pm failed to reach their destination due to the road problem yesterday.","Roads between Tamei(Tamma?), Kangpokpi and Chalwa, Manipur",25.0,landslide,rainfall,1.0,unknown,0.0,GLC,25.1555,93.8474,0,Manipur,Kalapahar,11.77,2011,5,non_monsoon,low
The Kathmandu Post,2017-06-30,Landslide threatens Matepani Gupta monastery,"Heavy rains cause landslide near gate of monastery, base weakened","Matepani Gupta monastery, Pokhara, Nepal",0.0,landslide,rainfall,1.0,natural,0.0,GLC,28.21676766,84.00622259,1,Gandaki,Gate,10.45,2017,6,monsoon,low
thaindian,2008-06-03,Hindustan-Tibet National Highway near Matiana village,"occurred in evening, showers hampered clean up efforts",Hindustan-Tibet National Highway near Matiana village,25.0,landslide,rainfall,2.0,unknown,0.0,GLC,31.2077,77.193,0,Himachal Pradesh,Simla,18.38,2008,6,monsoon,low
ibnlive.in.com,2013-09-02,Arunachal Pradesh,"With improvement in the weather, the water level of major rivers in Eastern Arunachal showed a receding trend even as West and Upper Siang districts in the state remained cut off due to massive landslides triggered by torrential rain. Chief Minister Nabam Tuki on Saturday undertook an aerial survey of the affected areas accompanied by Chief Secretary Hari Krishna and Secretary, Disaster Management, Kapa Kholie, officials said on Sunday. Reports had poured in of the Noa Dihing River rising over danger level and inundating portions of Dumpani and four other villages under Diyun circle in Changlang district. At least 13,246 people of eleven villages have been affected by the current wave of flood. Landing at Diyun, Tuki took first hand report of the situation from local Legislator C C Singpho and officials of the district administration, sources said. The swollen river has triggered landslides in at least seven villages while about 85 hectares have been submerged in five villages, they sa",Arunachal Pradesh,5.0,landslide,rainfall,3.0,unknown,0.0,GLC,27.1614,93.7525,0,Arunachal Pradesh,North Lakhimpur,36.06,2013,9,monsoon,low
Telegraph India,2007-09-10,Rhodong village near Rhey in East Sikkim,"destroyed a house, killed 1 and injured 1",Rhodong village near Rhey in East Sikkim,10.0,landslide,rainfall,2.0,unknown,0.0,GLC,27.3425,88.6236,0,Sikkim,Tista,18.21,2007,9,monsoon,low
e-pao.net,2011-07-22,Manipur,"PWD officials reject Moreh office collapse report Source: The Sangai Express  Moreh, July 26 2011: There is no question of caving in of the main building of Mini-Secretariat at Moreh and preparations are on for inauguration of the office building at the soonest possible, AE M Birla Singh and SO Senminthang of PWD, Moreh have clarified.  Following heavy rainfall, landslides occurred along some portion of the road running in between the Transit Hostel and the main building of the Mini Secretariat recently leading to debris falling against the western wall of the main office building of the Mini Secretariat.  Efforts are currently underway to remove the debris with deployment of excavators.  AE M Birla and SO Senminthang, who came to inspect the work, clarified that there is no damage caused to the main building of the Mini Secretariat in the recent landslide contrary to what had been reported in some section of the media.",Manipur,10.0,landslide,rainfall,1.0,unknown,0.0,GLC,24.3527,94.3429,0,Manipur,Tamu,15.75,2011,7,monsoon,low
thehimalayantimes,2010-09-17,"Ullikhola(?), Ridi-Wamitaksar rd, Gulmi district","2010-09-17 11:32 AM  GULMI: A landslide triggered by incessant rainfall for last four days has disrupted the Ridi-Wamitaksar road of Gulmi district.  The rain caused a landslide at Ullikhola obstructing vehicular movement along the road, said the district police office, Gulmi.","Ullikhola(?), Ridi-Wamitaksar rd, Gulmi district",25.0,landslide,rainfall,2.0,unknown,0.0,GLC,28.058,83.3588,1,Lumbini,Nisi Khola,13.9,2010,9,monsoon,low
Dailyhunt,2017-04-15,Landslide blocks road at Drabshalla,"Landslide blocks road in both directions, area had experienced similar landslides around a week earlier","Drabshalla, Lass, Jammu & Kashmir, India",1.0,landslide,rainfall,2.0,infrastructure,0.0,GLC,33.17598419,75.81088889,0,Jammu and Kashmir,Shandero,4.63,2017,4,non_monsoon,low
eKantipur,2014-06-19,Pyuthan District,"Meanwhile, at Khung-8 in Pyuthan district, three people died and one anther has gone missing in a landslide on Thursday night.",Pyuthan District,25.0,landslide,rainfall,2.0,unknown,3.0,GLC,28.0054,82.68,1,Rapti,Swargdwar,13.06,2014,6,monsoon,medium
hindu,2008-03-30,Biama area of Khalsi tehsil in Leh district,1 also missing,Biama area of Khalsi tehsil in Leh district,50.0,landslide,rainfall,2.0,unknown,2.0,GLC,34.219,77.2665,0,Jammu and Kashmir,Machakka,1.62,2008,3,non_monsoon,medium
India times,2007-09-11,"Assam-Agartala National Highway, Sonarpur in Jayantiya hills of Meghalaya","on highway, blocking road","Assam-Agartala National Highway, Sonarpur in Jayantiya hills of Meghalaya",5.0,landslide,rainfall,2.0,unknown,0.0,GLC,25.52,91.27,0,Meghalaya,Nongstoin,1.66,2007,9,monsoon,low
Business Standard,2014-09-26,Surankote in Jammu and Kashmir,A school building was damaged on Friday due to a landslide in Surankote in Jammu and Kashmir.,Surankote in Jammu and Kashmir,5.0,landslide,rainfall,2.0,unknown,0.0,GLC,33.0365,74.4889,0,Jammu and Kashmir,Dhangar,20.02,2014,9,monsoon,low
e-Pao.net,2007-09-10,Wamkhu village along the Tengnoupal-Joupi road in Chandel district,"50 meter stretch on road, timing is unknown but it blocked traffic",Wamkhu village along the Tengnoupal-Joupi road in Chandel district,25.0,landslide,rainfall,2.0,unknown,0.0,GLC,24.2451,94.0691,0,Manipur,Jun,16.8,2007,9,monsoon,low
Sangai Express,2015-08-01,Joumol of Chandel district,"Joumol is a small hamlet in the remotest corner of Chandel district of Manipur. On Aug 1, the tranquillity of the village was shattered by a thunderous roar. A massive landslide during the early morning hours swept away the entire village resulting in numerous deaths and considerable loss of property.",Joumol of Chandel district,25.0,landslide,rainfall,3.0,human_modified,21.0,GLC,24.1077,94.0396,0,Manipur,Jun,13.94,2015,8,monsoon,high
articles.timesofindia.indiatimes.com,2013-05-11,"Sarania Hills, North Guwahati, Guwahati, Assam,","Landslides occurred in the Nursery area and Maligaon in Nilachal Hills, Sarania Hills and Boragaon on Saturday, alarming hill residents, whose number has crossed two lakh in Guwahati, said sources. Junu Chakraborty (50) was injured in the Nursery area after a wall of her house collapsed on Saturday morning. However, she is out of danger. There are no reports of injury from other parts of the city. A family miraculously escaped unhurt when earth fell on their house in the Sarania Hills.","Sarania Hills, North Guwahati, Guwahati, Assam,",5.0,landslide,rainfall,2.0,unknown,0.0,GLC,26.1771,91.7599,0,Assam,Gauhati,1.1,2013,5,non_monsoon,low
ndtv,2012-12-11,"Kashimir Valley, Jammu and kashmir","The 300-kilometre Jammu-Srinagar national highway, linking Kashmir Valley to rest of the country, was on Tuesday blocked due to major landslide in Ramban district. Over 200 vehicles were stranded on both sides of the route due to a major landslide triggered by rains in Seri belt of Ramban on Tuesday evening, a police officer said.","Kashimir Valley, Jammu and kashmir",25.0,mudslide,rainfall,2.0,unknown,0.0,GLC,32.9522,75.1533,0,Jammu and Kashmir,Udhampur,4.23,2012,12,non_monsoon,low
e-pao,2010-08-27,"NH-53 at Nungba police station, Kambirong(?), Manipur","Imphal, August 27 2010: The state was cut off from the rest of the country as landslides triggered by torrential rains blocked both NH-39 and 53.The disturbances on the highways are amidst the extended 25-day economic blockade imposed by UNC which entered the third day today.  The landslide blocking NH-39 occurred at Ekai village, two kilometer away from Tadubi at about 4.30 pm today while the traffic on NH-53 was blocked by a heavy landslide at Kambirong only 10 metres away from Nungba police station, official reports said.  The report said that due to the landslide at Ekai village, highway traffic has been totally blocked.  A portion of around 10 metres of the hill face has slid due to torrential rains in the last few days, it added.  The road has been totally blocked by rocks and mud forcing freight trucks and other vehicles stranded on both sides of the landslide area.","NH-53 at Nungba police station, Kambirong(?), Manipur",5.0,landslide,rainfall,2.0,unknown,0.0,GLC,24.7505,93.4221,0,Manipur,Sempang,10.95,2010,8,monsoon,low
Landslide Blog,2014-04-25,Upper Madi hydroelectric project,On Friday a landslide occurred at the portal to one of the tunnels being constructed as part of the Upper Madi project.,Upper Madi hydroelectric project,5.0,landslide,unknown,2.0,human_modified,3.0,GLC,28.3511,84.1176,1,Gandaki,Ma-hsun-ti Ho,22.28,2014,4,non_monsoon,medium
The Indian Express,2017-04-07,Landslide in Gagribal,"Landslide in Gagribal neighborhood of Srinagar. Article: A dozen houses were damaged and a minor boy injured in a landslide in Dalgate area of the city, triggered by incessant rains across Kashmir over past three days. The landslide occurred at Gagribal, in the foothills of Shankaracharya hill","Gagribal, Srinagar, Jammu & Kashmir",1.0,landslide,rainfall,2.0,natural,0.0,GLC,34.08325186,74.84254061,0,Jammu and Kashmir,Pampur,6.79,2017,4,non_monsoon,low
economictimes.indiatimes,2010-08-06,"Choglamsar(Choklamsar) village, Jammu and Kashmir","This village was the hardest hit.The cloudburst occurred at Choglamsar village, which is situated above Leh town, causing flash floods and mudslides that washed away government offices, paramilitary camps and residential homes. ""Speaking to TOI on phone from Leh, Arya, who was sleeping in a house in Choglamsar village when the entire area abruptly began to move, said: ""This village is 6km from Leh on a hillock formed by mud itself. I woke up when I felt massive vibrations and found that the whole hill-side was moving."" The loose soil had softened further due to torrential rains. ""This is a rare geological phenomenon, and though landslides are common, mud creeps like this are unheard of,"" said Arya, who holds a Guinness Book of World Record for discovering ground water at an altitude of 11,000 ft in Ladakh. Describing the sheer size of the mudslide, Arya said: ""Its dimensions make it so scary: it was about 20meter high and several kilometers wide."" All the houses coming in its way appea","Choglamsar(Choklamsar) village, Jammu and Kashmir",5.0,mudslide,rainfall,4.0,unknown,0.0,GLC,34.1114,77.5874,0,Jammu and Kashmir,Leh,4.47,2010,8,monsoon,low
eKantipur,2015-06-18,at Mauribhir along the Pokhara -Baglung Highway,A woman was killed as landslides at Mauribhir along the Pokhara -Baglung Highway hit a jeep on Thursday.,at Mauribhir along the Pokhara -Baglung Highway,50.0,landslide,rainfall,2.0,infrastructure,1.0,GLC,28.2974,83.8,1,Gandaki,Chanarung,9.15,2015,6,monsoon,medium
myrepublica,2009-09-05,"Hulakdanda village of Bhaluwajor-2 in Ramechhap district, Janakpur Zone",Two people were killed and three injured after a landslide struck Hulakdanda village of Bhaluwajor-2 in Ramechhap district on Saturday night.,"Hulakdanda village of Bhaluwajor-2 in Ramechhap district, Janakpur Zone",10.0,landslide,rainfall,2.0,unknown,2.0,GLC,27.3667,86.0868,1,Janakpur,Janakpur,37.09,2009,9,monsoon,medium
articles.timesofindia.indiatimes.com,2013-02-18,"East Siang, Arunachal Pradesh","At least three persons died on the spot while two were seriously injured in a massive landslide that occurred in East Siang district.The accident occurred at 20 mile, which is 38 km from Pasighat town in East Siang district on Monday, sources said here on Tuesday.","East Siang, Arunachal Pradesh",5.0,landslide,rainfall,2.0,unknown,3.0,GLC,28.1193,95.1645,0,Arunachal Pradesh,Dihang,12.35,2013,2,non_monsoon,medium
Assam Times,2014-06-28,"Kharghuli Hills, Assam","Over 50 people had a narrow escape in Guwahati when 13 houses collapsed in landslide on Saturday. The incident took place in the morning at Kharghuli hilltop where 13 houses were damaged in landslide. The people inside the houses, who were remaining alert, however, managed to escape the tragedy. The incident took place 24 hours after three persons of a family died in landslide in Bhangagarh area.","Kharghuli Hills, Assam",0.0,landslide,rainfall,2.0,unknown,0.0,GLC,26.1964,91.7652,0,Assam,Gauhati,1.9,2014,6,monsoon,low
morungexpress,2010-07-06,"Mon, Nagaland","Dimapur| July 12  : Yet another monsoon season in Nagaland and one has to batter bad roads.    This year’s monsoon has been the worse by far.  Most interior villagers of Mon, Tuensang and Kiphire are cut out from the rest of the state. With good roads beyond their dreams even on dry days, rainy days are a nightmare for the people. Journey to places like Mimi in Kiphire, Pangsha in Tuensang and parts of Mon and Peren can be made only on four wheel drive vehicles or on foot. Mud slides are common in almost all the highways leading to district headquarters. Exploitation of natural resources like boulders and deforestation is causing more landslides than before. The use of roads by all size vehicles has spoilt most of the soiled roads making it difficult for smaller vehicles to ply. ","Mon, Nagaland",5.0,mudslide,rainfall,2.0,unknown,0.0,GLC,26.7225,95.0281,0,Nagaland,Mon,2.68,2010,7,monsoon,low
