source_name,event_date,event_title,event_description,location_description,location_accuracy_km,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,event_import_source,latitude,longitude,country_name,admin_division_name,gazetteer_closest_point,gazetteer_distance,year,month,season,severity
www.newindianexpress.com,2013-07-25,"Alaknanda Valley Of Chamoli District, Uttarakhand","Incessant rains continued to buffet Uttarakhand, triggering landslides in Uttarkashi and Chamoli that damaged many houses in the two districts. While 30 houses were reported to be damaged in Uttarkashi, four settlements were razed in the landslips in Alaknanda valley of Chamoli district.","Alaknanda Valley Of Chamoli District, Uttarakhand",5.0,landslide,rainfall,2.0,unknown,0.0,GLC,30.4041,79.3276,0,Uttaranchal,Langsu,12.44,2013,7,monsoon,low
Frify,2016-07-18,"Gangotri Highway near Helgugad, Uttarkashi, Uttarakhand, India","Rock falls off slope side and into road. In a rare video, a landslide at Gangotri Highway near Helgugad here is caught live on camera.  The 26-second video shows a small part of mountain falling followed by the big boulders.  The incident happened on July 18.  It is pertinent to mention here that in the past week, 23 persons have been killed in rain-related incidents across the state which is also known as Devbhoomi.","Gangotri Highway near Helgugad, Uttarkashi, Uttarakhand, India",1.0,rock_fall,rainfall,2.0,infrastructure,0.0,GLC,30.7313,78.4358,0,Uttaranchal,Uttarkashi,0.44,2016,7,monsoon,low
E-PAO,2015-08-01,between Tengnoupal-Sita junction and Tengnoupal Power Sub-Station,In between Tengnoupal-Sita junction and Tengnoupal Power Sub-Station landslide occurred at four locations and blocked the Tengnoupal-Sangshak road,between Tengnoupal-Sita junction and Tengnoupal Power Sub-Station,25.0,landslide,rainfall,2.0,infrastructure,0.0,GLC,24.4265,94.1913,0,Manipur,Saibom,9.06,2015,8,monsoon,low
Times of India,2017-06-03,Landslide in Kamalpur,Landslide in Kamalpur in northern Tripura buries houses and kills 3,Kamalpur,10.0,landslide,rainfall,2.0,human_modified,3.0,GLC,24.19467451,91.82931979,0,Tripura,Kamalpur,6.96,2017,6,monsoon,medium
My Republica,2016-09-02,Landslide in Taplejung,"Three members of a single family died after landslide buried their house at Taplejung district last night.   The deceased have been identified as Bimala, wife of Tika Magar and sons—Manoj and Lalit, of Taplejung Municipality-2.   The incident took place when landslide occurred above the house buried them following torrential rainfall from Friday night.","Taplejung, Nepal",25.0,landslide,rainfall,3.0,unknown,4.0,GLC,27.513641,87.640957,1,Mechi,Libang,9.69,2016,9,monsoon,medium
www.ekantipur.com,2013-07-10,"Bung Vdc-9, Solukhumbu District","Eleven houses at different places in Solukhumbu district have been buried by landslides triggered by incessant rainfall for the past one week. Likewise, the landslides have also washed away five houses at Bung VDC-9 on Wednesday afternoon. Houses including that of Lakpi Sherpa, Angchhiring Sherpa and Rudra Kulung were also washed away by floods","Bung Vdc-9, Solukhumbu District",5.0,landslide,rainfall,2.0,unknown,0.0,GLC,27.62,86.84,1,Sagarmatha,Mount Everest,35.51,2013,7,monsoon,low
e-pao.net,2009-08-30,"Road stretch from Gammom to Chamu village, under Kamjong block, Ukhrul district, Manipur","Following heavy landslide on the road stretch from Gammom to Chamu village, under Kamjong block, Ukhrul district, several villages have been cut off from the outside world for the last seven days. Eight villages are situated along the 8 km stretch of road between Gammom and Chamu, which is near the Indo-Myanmar border, around 123 kms from the district headquarters.","Road stretch from Gammom to Chamu village, under Kamjong block, Ukhrul district, Manipur",50.0,landslide,rainfall,2.0,unknown,0.0,GLC,24.8628,94.4182,0,Manipur,Chattrik,22.97,2009,8,monsoon,low
e-pao.net,2010-06-09,"Ishok Chingphu(?), Bishnupur, Assam","Imphal, June 09 2010: Three houses were damaged in mudslide from the hill at Ishok Chingphu in Bishnupur district today causing damaged to properties worth around Rs 2 lakh.  The collapsed houses belonged to Pukhrambam Rame son of Chaoba, Huidrom Shamu and Naorem Bisheshwar.  Most part of the house of Rame had been destroyed in the mudslide occurred at about 2.15 pm.","Ishok Chingphu(?), Bishnupur, Assam",50.0,landslide,rainfall,2.0,unknown,0.0,GLC,25.8833,91.2,0,Assam,Bandapara,12.34,2010,6,monsoon,low
Quakemap,2015-05-03,"9 km from Melamchi, Road between Kathmandu and Melamchi",Road obstructed,"9 km from Melamchi, Road between Kathmandu and Melamchi",10.0,landslide,unknown,1.0,infrastructure,0.0,GLC,27.8287,85.5763,1,Bagmati,Bagmati,17.3,2015,5,non_monsoon,low
E-PAO,2010-08-13,"NH-39 near Kohima Municipality Council(KMC) dumping ground, between Zubza(Sechu) and Kohima, Nagaland","Kohima cut off in both directions on NH 39 ... Imphal, August 20 2010: Landslides have occurred near the Kohima Municipality Council (KMC) dumping ground and its vicinity since a week ago.  Fresh landslides occurred again today.  Over 400 Manipur bound trucks are still stranded in the area.","NH-39 near Kohima Municipality Council(KMC) dumping ground, between Zubza(Sechu) and Kohima, Nagaland",5.0,landslide,rainfall,2.0,human_modified,0.0,GLC,25.70223725,94.04619681,0,Nagaland,Naga Hills,21.0,2010,8,monsoon,low
eKantipur,2014-08-25,‘Typical Restaurant’ on the banks of Phewa Lake,Three people died and another one missing when a landslide buried a restaurant located on the banks of Phewa Lake in Pokhara.,‘Typical Restaurant’ on the banks of Phewa Lake,5.0,riverbank_collapse,rainfall,1.0,other,3.0,GLC,28.2134,83.9557,1,Gandaki,Bahakot,13.42,2014,8,monsoon,medium
Sentinel,2019-07-09,Landslip in Mawlynngad,Incessant rain caused a landslip,"Mawlynngad, Mawryngkneng, East Khasi Hills, Meghalaya",10.0,landslide,rainfall,2.0,unknown,0.0,GLC,25.53663703,91.98082795,0,Meghalaya,Shillong,18.21,2019,7,monsoon,low
Outlook India,2018-08-09,Pithoragarh Landslide,An elderly man was killed during a landslide in Pithoragarh after being hit by a boulder and pushed into a waterfall. This landslide was caused by rains that had been persistent in the region over the past 24 hours.,"Pithoragarh, Uttarakhand, IND",25.0,landslide,rainfall,2.0,natural,1.0,GLC,30.04014521,80.31354955,0,Uttaranchal,Mathkot,3.42,2018,8,monsoon,medium
hindu,2010-08-20,"Nalupani(?), Rishikesh-Gangotri highway, Uttarkhand","Friday, Aug 20, 2010, 15:19 IST   Incessant rains continued to lash Uttarakhand triggering landslides and most of the rivers flowing at danger level today.  Meanwhile, landslides occurred at a few places in Garhwal Himalayas due to heavy rains in at Badrinath, Kedarnath, Yamunotri and Gangotri.  While Rishikesh-Gangotri highway was blocked by landslides at Bhatwari and Nalupani and Rishikesh-Badrinath at Lambagad, routes to Yamunotri was disrupted at Ranachatti and Kedarnath at Gaurikund, the officials said.  Work is on to clear the debris and repair the roads.","Nalupani(?), Rishikesh-Gangotri highway, Uttarkhand",50.0,landslide,rainfall,2.0,unknown,0.0,GLC,30.7221,78.6437,0,Uttaranchal,Uttarkashi,19.55,2010,8,monsoon,low
The Northeast Today,2017-07-01,Landslide causes Ukhrul-Imphal road to sink,"Landslide affects 200m of Ukhrul-Imphal road near Litan police station, road sinks 6 meters. From the attached picture it appears a bus/truck was damaged.","NH-150, Ukhrul Central, Ukhrul, Manipur, 795142",1.0,landslide,rainfall,1.0,infrastructure,0.0,GLC,24.95178179,94.20340026,0,Manipur,Manipur,26.94,2017,7,monsoon,low
www.thehimalayantimes.com,2013-07-19,"Rakachuli Village, Nawalparasi, Western Region","Days after landslide displaced 70 families of NawalparasiÕs Rakachuli and Dhurkot villages on Sunday night, the victims are yet receive relief. As many as six houses in Rakachuli and seven houses in Dhurkot were swept away, while the remaining were relocated in view of the impending landslide threat. Chief District Officer, Keshavraj Ghimire estimated the total damage to property as Rs 15 million. ÒEver since the natural disaster rendered them homeless, the victims have been staying with their kin at other places,Ó said local Khum Bahadur Dhanja, adding that the locals have donated food items for the victims. ÒA police rescue team had come here to collect the details of the damage yesterday. No government official has come to us yet,Ó lamented the victims. Rakachuli and Dhurkot are remote parts of the district. Meanwhile, the CDO said relief materials would reach the victims only by Friday. ÒAs the landslip-hit sites are on difficult terrain and are inaccessible by cars, relief can rea","Rakachuli Village, Nawalparasi, Western Region",25.0,landslide,unknown,2.0,unknown,0.0,GLC,27.7115,83.9072,1,Lumbini,Mitel,6.48,2013,7,monsoon,low
morungexpress,2010-10-08,"Phek, Manipur","Also in Phek, due to incessant rains over the last few weeks apart from the paddy fields, landslides/mudslides occurred at different places of the district head quarter town leading to the damage of houses and properties of the denizens. Several parts of the town face dangerous apprehensions if the rains continue in the same manner. The natural calamity scheme which prove futile to the genuine applicants for the last few years reminds the public leaders of the aggrieved farmers. ","Phek, Manipur",5.0,complex,rainfall,2.0,unknown,0.0,GLC,25.6633,94.4703,0,Nagaland,Sathazum,14.95,2010,10,non_monsoon,low
ekantipur,2015-08-04,Singdi at Pasgaun VDC in Lamjung district,Twenty five households of the remote Singdi village were displaced by the landslide on August 4.,Singdi at Pasgaun VDC in Lamjung district,5.0,landslide,unknown,2.0,unknown,0.0,GLC,28.2872,84.2015,1,Gandaki,Ma-hsun-ti Ho,12.28,2015,8,monsoon,low
ekantipur.com,2013-07-22,"Pipaldanda, Palpa District","Landslides triggered by heavy rainfall claimed three lives in Khanichhap and Pipaldanda in Palpa districtÉ Incessant rainfall caused a house to collapse in Pipaldanda, killing 56-year-old Durga Bahadur Sunari. His 13-year-old son Chabilal was injured.","Pipaldanda, Palpa District",10.0,landslide,rainfall,2.0,unknown,1.0,GLC,27.8686,83.6606,1,Lumbini,Tansen,11.29,2013,7,monsoon,medium
Greater Kashmir,2015-04-03,Nambilnar,Reports said panic gripped Tangmarg Friday afternoon when a massive landslide occurred in Nambalinar village near Baba Reshi.,Nambilnar,1.0,landslide,rainfall,2.0,natural,0.0,GLC,34.0978,74.4016,0,Jammu and Kashmir,Gulmarg,4.14,2015,4,non_monsoon,low
Republica,2014-08-16,In Dang near  Babai River,"2/13 dead from landslide, 4/13 from flood, 7/13 unknown",In Dang near  Babai River,5.0,landslide,rainfall,3.0,unknown,9.0,GLC,27.9911,82.3018,1,Rapti,Amile,9.54,2014,8,monsoon,medium
pakistantimes,2011-03-19,"Jammu-Srinagar hwy, Digdol, Ramban, Jammu and Kashmir","The landslides blocked the road on at least four places including Sheeri, Panithal and Digdol.","Jammu-Srinagar hwy, Digdol, Ramban, Jammu and Kashmir",5.0,landslide,rainfall,2.0,unknown,0.0,GLC,33.3308,75.1773,0,Jammu and Kashmir,Gund,11.64,2011,3,non_monsoon,low
Times of India,2015-08-15,Yamnotri highway,Roads were blocked at Silai bend and Paal village on Yamnotri highway,Yamnotri highway,25.0,landslide,rainfall,2.0,infrastructure,0.0,GLC,30.9085,78.3299,0,Uttaranchal,Uttarkashi,22.13,2015,8,monsoon,low
ndtv,2012-08-17,"Chamoli, Uttarakhand","Four persons were killed and two others injured following heavy landslides in the Karanprayag area of Chamoli district on Friday. The four persons were travelling in a jeep when it was buried under the landslides in the area, District Magistrate SA Murugeshan told PTI over telephone. The landslides occurred due to heavy overnight rains in the area.Rains continued to lash several parts of the hill state during the past 24 hours even as the administration was keeping a close watch on the situation in Uttarkashi district where 28 people were killed in a cloudburst and floods on August 4.  ","Chamoli, Uttarakhand",5.0,landslide,rainfall,2.0,unknown,4.0,GLC,30.6594,79.5605,0,Uttaranchal,Saraswati,10.64,2012,8,monsoon,medium
The New Indian Express,2014-09-24,Meghalaya,"""The number of deaths due to flash floods and landslides is 59 while five persons are still missing,"" Deputy Chief Minister and Revenue and Disaster Management Minister Roytre C Laloo said.  ""We have almost completed compiling our assessment of the damages caused by the flash floods and landslides. We hope to be able to complete it soon,"" Laloo said.  The recovery of more bodies was made after water receded in several places in the plain areas of West Garo Hills and also in East Khasi Hills district, Revenue and Disaster Management Principal Secretary P K Srivastava said.  The September 24 cloudburst that continued for a week affected over two lakh people.  The state government said flash floods and landslides damaged Rs 2,000 crore worth properties including livestock, roads, bridges, and agricultural produce.",Meghalaya,5.0,landslide,rainfall,3.0,unknown,0.0,GLC,25.8143,90.5763,0,Meghalaya,Rangoberam,26.08,2014,9,monsoon,low
Telegraph India,2009-07-01,Bridge destroyed at 4th Mile,Landslides triggered by heavy rains hit an iron bridge on the North Sikkim Highway over Bar Khola at 4th Mile at around 5:40 am.,"4th Mile, Lower Mangshila in North Sikkim",1.0,landslide,rainfall,2.0,unknown,0.0,GLC,27.478,88.527,0,Sikkim,Mangan,3.98,2009,7,monsoon,low
Indian Express,2016-03-17,Batote-Doda national highway,"Apart from landslides at Khelani, there were also reports of shooting stones from various places along the Batote-Doda road, making the authorities suspend vehicular traffic from both sides.",Batote-Doda national highway,25.0,landslide,rainfall,2.0,infrastructure,0.0,GLC,33.13296295,75.43929097,0,Jammu and Kashmir,Doda,10.18,2016,3,non_monsoon,low
eKantipur,2013-08-09,"Pokhara-Baglung Highway, Betani of Tilahar VDC in Parbat district","A landslide that fell from above the road has swept away a section of the road and the culvert, halting the vehicular movement.","Pokhara-Baglung Highway, Betani of Tilahar VDC in Parbat district",5.0,landslide,unknown,2.0,infrastructure,0.0,GLC,28.2741,83.7417,1,Dhawalagiri,Chanarung,13.06,2013,8,monsoon,low
gorkhapatra,2008-06-27,"Mustang, Myagdi","People here are in troublesome condition after the traffic disruption in the different portions on Beni Jomsom road following a landslide, resulted after incessant rainfall since the past few days","Mustang, Myagdi",50.0,landslide,rainfall,2.0,unknown,0.0,GLC,28.57,83.45,1,Dhawalagiri,Dhawalagiri,16.78,2008,6,monsoon,low
Fire Engineering,2014-06-19,Pyuthan District,"A landslide triggered by heavy rainfall buried a house in a west Nepal village, killing nine members of the same family, police said Friday. Police official Nishant Shrivastav said the landslide buried the house around midnight in Aglung village, about 200 kilometers (125 miles) west of the capital, Katmandu. Rescuers were able to pull out all the bodies from the debris. The grandparents were living in the same house with their children and grandchildren. Three others were swept away by a flash flood in neighboring Pyuthan district, police official Bhanu Bhakta Gurung said. A mother and her two daughters were killed.",Pyuthan District,25.0,landslide,rainfall,2.0,unknown,9.0,GLC,28.0054,82.68,1,Rapti,Swargdwar,13.06,2014,6,monsoon,medium
